영상ID,영상제목,영상설명,게시일,태그,카테고리,썸네일,조회수,좋아요,영상길이(초),자막여부,구독자 수,채널 총 조회수,업로드된 영상 수,자막 유형,자막 파일
sOU-pJe3mPs,몰래카메라 범죄자들의 최후 [언틸던 리메이크],"👊마이프로틴, 보충제 최저가로 구매가능한 말왕TV 링크
https://tidd.ly/3pciApC
*결제 창 할인코드에 'horseking' 기재시, 추가 할인혜택!
-
말왕의 불범김치
https://bit.ly/3W5jzsJ
-
📨말왕TV 공식 이메일
ragoona88@gmail.com
-
말왕 유튜브 멤버십 구독
https://www.youtube.com/channel/UCYJDUekoQz0-bo8al1diLWQ/join
-
말왕카페
https://cafe.naver.com/horseking123

#말왕 #언틸던 #공포게임",2025-05-08T09:34:18Z,,20,https://i.ytimg.com/vi/sOU-pJe3mPs/hqdefault.jpg,110719,1285,22471.0,true,1650000,811008175,1313,transcript_api,captions\sOU-pJe3mPs.txt
aSBZU3RQSQM,"와..리뷰 740,000개가 극찬입니다 ""농사짓는 게임"" 처음 해볼게요. [스타듀밸리]","어서와요 스타듀밸리
[업로드] 금,토,일,월 
[문의메일] zxcv34276@gmail.com
[인스타그램] @hxxax_
#혜안 #스타듀밸리 #힐링",2025-04-19T10:26:01Z,혜안,20,https://i.ytimg.com/vi/aSBZU3RQSQM/hqdefault.jpg,459185,16975,2651.0,false,2720000,2015966883,1707,transcript_api,captions\aSBZU3RQSQM.txt
YY2fRFxb3V0,이 마술쇼는 진짜 기괴합니다 (러스티 레이크 10주년 게임),"#플레임
▼게임의 다운로드 링크와 각종 정보는 ▼더보기를 눌러주세요!▼

풀-레임TV도 볼게 많아요 : https://www.youtube.com/@fullameTV

플레임 굿즈 : 
https://www.shopfanpick.com/search?keyword=%ED%94%8C%EB%A0%88%EC%9E%84

치지직 생방 : https://chzzk.naver.com/0552325465ff40056559e412847f9908
생방 시간 : 이제 랜덤입니다 (__)

게임 이름: The Mr. Rabbit Magic Show
다운로드/구매 하는 곳: https://store.steampowered.com/app/3472550/The_Mr_Rabbit_Magic_Show/
가격: 무료

팬카페 : http://cafe.naver.com/flamefan

편집자 : 키미밍, 준, 소봄, 새벽

썸네일 작가 : 찜찜, 노호, 푼다, 치나
작가님 트윗 : @_JJIM_JJIM(찜찜), @Noho_Thum(노호), @gop_gall(푼다), @chee__na(치나)",2025-05-05T03:00:38Z,"불꽃, 플레임, 플레임티비",20,https://i.ytimg.com/vi/YY2fRFxb3V0/hqdefault.jpg,93645,2363,4917.0,false,494000,510283252,3050,transcript_api,captions\YY2fRFxb3V0.txt
gNCHcFT7Rj0,이웃들의 집을 청소하다 겪은 무서운 이야기 (공포게임/STILL RESIDUE),"#공포게임 #청소
▼게임 다운로드 주소는 아래에 있습니다▼
※게임제목 : STILL RESIDUE
※다운로드링크 : https://boredleviathan.itch.io/still-residue
※한글패치 링크 : 
----------
※아프리카TV 방송국: https://goo.gl/36YQW7
※구독하기 : https://goo.gl/hmGy4i
----------
아웃트로 노래
제목 : 똑똑
제작자 : 스미드
https://www.youtube.com/watch?v=cQ-_G2uUw48",2025-05-08T13:17:43Z,"수탉, 수탉tv, 공포, 공포게임, 실황, 신작, 게임",20,https://i.ytimg.com/vi/gNCHcFT7Rj0/hqdefault.jpg,114855,1754,3267.0,false,961000,654855265,1844,transcript_api,captions\gNCHcFT7Rj0.txt
baNvlJcz6xU,스팀할인!! 가성비 터지는 할인 게임 모음.zip 최대 90%할인!! (5월 4일),"안녕하세요 오늘은 스팀 할인게임 영상입니다
유익한 게임이 있으셨다면 구독과 좋아요 부탁드립니다^^


00:00   인트로
00:17   용과 같이 극투
01:20   아르마 리포저
02:19   압쥬
03:29   딥 락 갤럭틱
04:34   이모탈스 오브 아비움
05:37   매스 이펙트 안드로메다
06:40   에일리언즈 파이어팀 엘리트
07:46   스타워즈 제다이 써바이버
08:50   그라운디드
09:59   펜티먼트
11:00   버스 월드
12:02   캡틴 쯔바사
13:05   트레일메이커스
14:09   더 미디엄
15:10   데스퍼릿 플레이스
16:05   왓 더 카
17:06   몬스터 헌터 라이즈
18:05   시스템 쇼크
19:10   저니 투 더 새비지 플래닛
20:16   그린 헬
21:28   끝인사




1번 (00:17) 용과 같이 극투 (Yakuza Kiwami 2)
https://store.steampowered.com/app/927380/__2/?l=korean

2번 (01:20) 아르마 리포저 (Arma Reforger)
https://store.steampowered.com/app/1874880/Arma_Reforger/?l=korean

3번 (02:19) 압쥬 (ABZU)
https://store.steampowered.com/app/384190/ABZU/?l=korean

4번 (03:29) 딥 락 갤럭틱 (Deep Rock Galactic)
https://store.steampowered.com/app/548430/Deep_Rock_Galactic/?l=korean

5번 (04:34) 이모탈스 오브 아비움 (Immortals of Aveum)
https://store.steampowered.com/app/2009100/Immortals_of_Aveum/?l=korean

6번 (05:37) 매스 이펙트 안드로메다 (Mass Effect Andromeda Deluxe Edition)
https://store.steampowered.com/app/1238000/Mass_Effect_Andromeda/?l=korean

7번 (06:40) 에일리언즈 파이어팀 엘리트 (Aliens Fireteam Elite)
https://store.steampowered.com/app/1549970/Aliens_Fireteam_Elite/?l=korean

8번 (07:46) 스타워즈 제다이 써바이버 (STAR WARS Jedi Survivor)
https://store.steampowered.com/app/1774580/_/?l=korean

9번 (08:50) 그라운디드 (Grounded)
https://store.steampowered.com/app/962130/Grounded/?l=korean

10번 (09:59) 펜티먼트 (Pentiment)
https://store.steampowered.com/app/1205520/Pentiment/?l=korean

11번 (11:00) 버스 월드 (Bus World)
https://store.steampowered.com/app/1193090/Bus_World/?l=korean

12번 (12:02) 캡틴 쯔바사 (Captain Tsubasa Rise of New Champions)
https://store.steampowered.com/app/1163550/Captain_Tsubasa_Rise_of_New_Champions/?l=korean

13번 (13:05) 트레일메이커스 (Trailmakers)
https://store.steampowered.com/app/585420/Trailmakers/?l=korean

14번 (14:09) 더 미디엄 (The Medium)
https://store.steampowered.com/app/1293160/The_Medium/?l=korean

15번 (15:10) 데스퍼릿 플레이스 (Desperate Place)
https://store.steampowered.com/app/3058140/Desperate_Place/?l=korean

16번 (16:05) 왓 더 카 (WHAT THE CAR?)
https://store.steampowered.com/app/2727650/WHAT_THE_CAR/?l=korean

17번 (17:06) 몬스터 헌터 라이즈 (MONSTER HUNTER RISE)
https://store.steampowered.com/app/1446780/MONSTER_HUNTER_RISE/?l=korean

18번 (18:05) 시스템 쇼크 (System Shock)
https://store.steampowered.com/app/482400/System_Shock/?l=korean

19번 (19:10) 저니 투 더 새비지 플래닛 (Journey To The Savage Planet)
https://store.steampowered.com/app/973810/_____Journey_To_The_Savage_Planet/?l=korean

20번 (20:16) 그린 헬 (Green Hell)
https://store.steampowered.com/app/815370/Green_Hell/?l=korean




#스팀게임할인 #스팀할인 #스팀게임",2025-05-04T04:59:23Z,"겜순이, 겜순이와 친구들, 스팀할인, 무료게임, 스팀게임 할인, 스팀게임 추천, 게임추천, 스팀게임, 무료 게임, 게임 할인",20,https://i.ytimg.com/vi/baNvlJcz6xU/hqdefault.jpg,9519,147,1336.0,true,8900,2646474,402,transcript_api,captions\baNvlJcz6xU.txt
aHp9I0HHIjo,"8번출구 제작사 신작 ""그냥 8번 승강장 찾는 공포게임"" (※30분 순삭)","원조 떴다.
[업로드] 금,토,일,월 
[문의메일] zxcv34276@gmail.com
[인스타그램] @hxxax_
#혜안 #공포게임",2024-06-04T09:00:01Z,"혜안, 공포게임",20,https://i.ytimg.com/vi/aHp9I0HHIjo/hqdefault.jpg,1174378,16692,1682.0,false,2720000,2015966883,1707,transcript_api,captions\aHp9I0HHIjo.txt
un0HUccp3E0,쓰레기 버리는 게임을 660원 주고 사봤다,"간단한 쓰레기 버리기 게임 A Simple Garbage Sorting Game
우주하마 UZUHAMA",2025-02-04T02:30:39Z,"병맛게임, 공포게임, ㅋㅋㅋㅋ, uzuhama",20,https://i.ytimg.com/vi/un0HUccp3E0/hqdefault.jpg,624078,6926,1736.0,false,2100000,1883803096,2938,transcript_api,captions\un0HUccp3E0.txt
Wwrd0ytQV5E,"엌ㅋㅋㅋㅋ더 미쳤습니다 ""도플갱어 찾는 게임"" 정식 발매!!!","누구..?
[업로드] 금,토,일,월 
[문의메일] zxcv34276@gmail.com
[인스타그램] @hxxax_
#혜안 #공포게임
Music provided by 브금대통령
Track : Witch's Cottage - https://youtu.be/zO6GELPIymI?si=CE5pbTiuLQy-qMqw
Track : Conspiracy Theory -  https://youtu.be/WbHTIriMAEI?si=T75mAhFhADLA2vHY
Track : 공포라디오 - https://youtu.be/Ck1150pvBg0?si=nmm-q86wF8kswaq2
Track : Death of a Woman -  https://youtu.be/tWoauKYfi5g?si=nsEwFz1V2eQG3-xL
Track : Halloween Masquerade -  https://youtu.be/eZb_mxgpuA8?si=jCyw5myo3HsvvVQY
music by. 상상작곡가
Track : 도둑들의 밤 - https://youtu.be/xLim__oOdu0?si=Tdj44Tl3VhE0puJ5",2025-03-28T10:24:00Z,혜안,20,https://i.ytimg.com/vi/Wwrd0ytQV5E/hqdefault.jpg,548123,19200,1337.0,false,2720000,2015966883,1707,transcript_api,captions\Wwrd0ytQV5E.txt
jAbs5OZdEnc,[로블록스] 악마의 영혼이 들어간 영희!! 마지막 오징어 게임을 시작해요!! [악마의 오징어 게임 탈출 1화] - 민또 경또 -,"✅민또 경또 구독하기 : https://www.youtube.com/channel/UCCW6uYIUP4YKKe50k-ktVAw?view_as=subscriber
☑️Mega Escape Squid Game 게임하기 : https://www.roblox.com/ko/games/118655443712122
💥로블록스 재밌는 게임들 시리즈 : https://www.youtube.com/playlist?list=PL-AahvgqNuE6aj6dKgJob4mSPvodivSWL

#Roblox #로블록스 #민또경또",2025-03-08T08:00:39Z,"로블록스 공포게임, 로블록스 오필라버드, 로블록스 탈출게임 오비, 로블록스 타이쿤 게임, 로블록스 시뮬레이터 게임, 로블록스 인기 게임, 로블록스 점프맵, 로블록스 입양하세요, 로블록스 재밌는 게임, 로블록스 로벅스 무료, 로블록스 상황극, 로블록스 경찰과 도둑, 로블록스 방구, Roblox Sumo Simulator, Roblox Sled Obby, Roblox Color Match, 로블록스 색깔, 로블록스 수박 게임, 로블록스 찜질방, Roblox Doodle Obby, Roblox Secret Staycation, Roblox Skyblock Tycoon, Roblox Mega Escape Dental Clinic, 로블록스 배리의 감옥 탈출, 로블록스 재밌는 추천 게임 2025, Roblox BARRYS PRISON RUN OBBY, Mega Escape Squid Game, 로블록스 메가 이스케이프 스쿼드 게임",20,https://i.ytimg.com/vi/jAbs5OZdEnc/hqdefault.jpg,166568,1058,1740.0,false,605000,878459762,1668,transcript_api,captions\jAbs5OZdEnc.txt
_JgcIumrk-8,[로블록스] 어둠의 요리를 만드는 초밥 괴물이 나타났어요!! - 민또 경또 -,"✅민또 경또 구독하기 : https://www.youtube.com/channel/UCCW6uYIUP4YKKe50k-ktVAw?view_as=subscriber
☑️Scary Sushi 게임하기 : https://www.roblox.com/games/16454399300
💥로블록스 재밌는 게임들 시리즈 : https://www.youtube.com/playlist?list=PL-AahvgqNuE6aj6dKgJob4mSPvodivSWL

#Roblox #로블록스 #민또경또",2025-02-15T08:00:33Z,"로블록스 재밌는 게임 추천 2023, 로블록스 공포게임, 로블록스 탈출게임 오비, 로블록스 타이쿤 게임, 로블록스 시뮬레이터 게임, 로블록스 인기 게임, 로블록스 점프맵, 로블록스 입양하세요, 로블록스 재밌는 게임, 로블록스 로벅스 무료, 로블록스 상황극, 로블록스 경찰과 도둑, 로블록스 방구, 로블록스 레인보우 프렌즈, roblox rainbow friends, roblox rainbow friends blue, 로블록스 베리의 감옥 탈출, 경찰 가족 교도소, 로블록스 괴물, Roblox Dont Poop Yourself at School Obby, 로블록스 학교에서 똥 싸지 마세요, 로블록스 똥싸기, Roblox Hide Sneak, 로블록스 숨바꼭질, 캣냅, 주노말리, Roblox Scary Sushi, 로블록스 무서운 스시, 로블록스 무서운 초밥, Roblox Scary Sushi CHAPTER 2",20,https://i.ytimg.com/vi/_JgcIumrk-8/hqdefault.jpg,207681,803,1577.0,false,605000,878459762,1668,transcript_api,captions\_JgcIumrk-8.txt
HYcdcIKOBnA,두 개의 버튼으로 모든 것이 결정되는 선택지 게임 (Red or Blue),"#공포게임 #버튼 #탈출 
▼게임 다운로드 주소는 아래에 있습니다▼
※게임제목 : Red or Blue / 빨강 혹은 파랑
※다운로드링크 : https://store.steampowered.com/app/3439320/_/
※한글패치 링크 : 
----------
※아프리카TV 방송국: https://goo.gl/36YQW7
※구독하기 : https://goo.gl/hmGy4i
----------
아웃트로 노래
제목 : 똑똑
제작자 : 스미드
https://www.youtube.com/watch?v=cQ-_G2uUw48",2025-04-01T13:27:42Z,"수탉, 수탉tv, 공포, 공포게임, 실황, 신작, 게임",20,https://i.ytimg.com/vi/HYcdcIKOBnA/hqdefault.jpg,438142,4650,5241.0,false,961000,654855265,1844,transcript_api,captions\HYcdcIKOBnA.txt
LI1Qbcx-8iU,핵전쟁을 피해 지하철로 도망친 사람들... 지옥은 바로 그곳에 있었다.,"※ 게임명 : 메트로 어웨이크닝 (Metro Awakening)
※ 게임 구매 링크 : https://store.steampowered.com/app/2669410/Metro_Awakening/

[Timeline]
00:00 폴랸카의 비극
05:22 아냐를 찾아서
10:25 동족상잔
15:27 메트로의 어둠
22:52 접신 (接神) 
30:46 가족의 재회

#스토리한눈에보기 #메트로 #어웨이크닝",2024-12-06T12:15:01Z,"GCL, 게임컬쳐리더, 게임컬처리더, 게임코치, 지씨엘, 겜프, GCL 지씨엘, 스토리 한눈에 보기, 지씨엘 스토리 한눈에 보기, GCL 스토리 한눈에 보기, 게임 스토리, 메트로, 메트로 2033, 메트로 라스트 라이트, 메트로 엑소더스, 메트로 어웨이크닝, 메트로 스토리, 메트로 2033 스토리, 메트로 라스트 라이트 스토리, 메트로 어웨이크닝 스토리, 메트로 엑소더스 스토리, 메트로 2033 엔딩, 메트로 라스트 라이트 엔딩, 메트로 엑소더스 엔딩, 메트로 어웨이크닝 엔딩, 아르티옴, 스토커, 스토커 스토리, 스토커 2, 스토커 2 하트 오브 체르노빌, 스토커 2 리뷰, 스토커 2 트레일러, 스토커 2 멀티, 스토커 2 초르노빌의 심장, 스토커 2 키올림, 스토커 2 키내림, 스토커 1 스토리, 스토커 쉐도우 오브 체르노빌, 스토커 2 스토리",20,https://i.ytimg.com/vi/LI1Qbcx-8iU/hqdefault.jpg,683879,7540,2380.0,false,1120000,430810119,478,transcript_api,captions\LI1Qbcx-8iU.txt
M3nwYCMWK0w,폭탄과일로 수박이 터진다고?! 수박게임 Fruit Salad,"폭탄 얼음 썩은 과일 와일드 과일들의 속성으로
수박만들기 도전!

스팀게임 과일샐러드 아케이드 모드
Fruit Salad 수박게임 플레이 해봤어요!

Kevin MacLeod의 Look Busy에는 크리에이티브 커먼즈 저작자 표시 4.0 라이선스가 적용됩니다. https://creativecommons.org/licenses/by/4.0/

출처: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100172

아티스트: http://incompetech.com/",2024-08-09T23:30:05Z,,20,https://i.ytimg.com/vi/M3nwYCMWK0w/hqdefault.jpg,812618,253,1515.0,false,591000,775401936,1538,transcript_api,captions\M3nwYCMWK0w.txt
Ght9tiOGF6A,"게임 기술력의 정점. 오픈월드 대작 게임 ""데스 스트랜딩 2"" - 첫 24분 플레이 영상","#신작게임 #오픈월드 #데스스트랜딩

■ 장르: 오픈월드 액션 어드벤처
■ 출시일: 2025년 6월 26일
■ 플랫폼: PS5
■ 가격: 79,800원
■ 한국어: 자막 지원

00:00 탈것 이동
01:43 환경 효과
02:49 지형 이동
05:25 전투 플레이
08:39 은신 플레이 - BT
10:48 은신 플레이 - 인간
17:04 산악 지형 이동
20:13 배달 완료
22:09 배달 시작",2025-05-09T02:12:50Z,"신작게임, 오픈월드, 데스스트랜딩",20,https://i.ytimg.com/vi/Ght9tiOGF6A/hqdefault.jpg,63548,1016,1472.0,false,140000,98919558,1004,,
06UG3NwL5IA,분위기만으로도 무서운 공포게임의 새로운 챕터 (POOLS : 챕터0),"#공포게임 #고퀄리티 #분위기 
▼게임 다운로드 주소는 아래에 있습니다▼
※게임제목 : POOLS : Chapter 0
※다운로드링크 : https://store.steampowered.com/app/2663530/POOLS/
※한글패치 링크 : 
----------
※아프리카TV 방송국: https://goo.gl/36YQW7
※구독하기 : https://goo.gl/hmGy4i
----------
아웃트로 노래
제목 : 똑똑
제작자 : 스미드
https://www.youtube.com/watch?v=cQ-_G2uUw48",2025-04-30T12:49:11Z,"수탉, 수탉tv, 공포, 공포게임, 실황, 신작, 게임",20,https://i.ytimg.com/vi/06UG3NwL5IA/hqdefault.jpg,171390,2746,2790.0,false,961000,654855265,1844,transcript_api,captions\06UG3NwL5IA.txt
gDiiKV9Q1Zc,모르면 죽을 수밖에 없는 터널 (공포게임/Parasite Tunnel),"#공포게임 #터널 #탈출 
▼게임 다운로드 주소는 아래에 있습니다▼
※게임제목 : 
1. Parasite Tunnel
2. Pipeline Crawl
※다운로드링크 : 
1. https://store.steampowered.com/app/3475730/Parasite_Tunnel/
2. https://store.steampowered.com/app/3613910/Pipeline_Crawl/
※한글패치 링크 : 
----------
※아프리카TV 방송국: https://goo.gl/36YQW7
※구독하기 : https://goo.gl/hmGy4i
----------
아웃트로 노래
제목 : 똑똑
제작자 : 스미드
https://www.youtube.com/watch?v=cQ-_G2uUw48",2025-05-04T12:45:04Z,"수탉, 수탉tv, 공포, 공포게임, 실황, 신작, 게임",20,https://i.ytimg.com/vi/gDiiKV9Q1Zc/hqdefault.jpg,151919,2773,1340.0,false,961000,654855265,1844,transcript_api,captions\gDiiKV9Q1Zc.txt
XasZPS7nZdM,도파민 팡팡 터지는 3초 눈치 게임,"우주하마 UZUHAMA 피쉬라이크 Fishlike
우주하마 팬카페 https://cafe.naver.com/uzuhama
우주하마 치지직 https://chzzk.naver.com/c6e1c8cf1b128bd321cc2684c92b5a00
#우주하마",2024-09-25T03:15:01Z,"병맛게임, ㅋㅋㅋㅋ, uzuhama, 낚시",20,https://i.ytimg.com/vi/XasZPS7nZdM/hqdefault.jpg,685134,7237,2007.0,false,2100000,1883803096,2938,transcript_api,captions\XasZPS7nZdM.txt
TXcwSkUKaIQ,제10회 보드게임 동호회,"오늘의 멤버: 카더가든, 넉살, 류준열, 오존, 목사님
오늘의 게임: 드림 온!, 뱅!

#카더정원 #카더가든",2025-03-27T10:00:29Z,"카더정원, 카더가든, 보드게임, 넉살, 오존, 류준열",20,https://i.ytimg.com/vi/TXcwSkUKaIQ/hqdefault.jpg,841439,9709,1655.0,false,944000,392506111,396,transcript_api,captions\TXcwSkUKaIQ.txt
SAUP3X2T788,마라탕 내기 게임 승자는? 라임가족 마리오파티 슈퍼스타즈 대결 LimeTube mario party superstars,"#마리오파티슈퍼스타즈 #라임튜브 #squid game
마라탕 내기 게임 승자는? 라임가족 마리오파티 슈퍼스타즈 대결 LimeTube mario party superstars
❤ 광고 문의 : 【 limecast1004@gmail.com 】
❤ 라임스토어   【 https://store.kakao.com/limetube 】
❤ 인스타그램 - limetube 【 https://www.instagram.com/p/7xwXeZDdeR/ 】
❤ 라임튜브 - 무료 구독하기 【 https://www.youtube.com/c/LimeTube 】
❤ 카카오 채널 Kakao Channel 【 https://goo.gl/52sqMY 】
❤ 라임 팬레터 및 이벤트 당첨자 이메일/ Fan letter address
【 limetube1004@gmail.com 】

[라임튜브] 라임파워 전달하기:
★ 구독 & 좋아요 & 이쁜댓글 & 공유는 라임튜브에게 큰 힘이 됩니다 ❤
★ 구독자 & 시청자 여러분 영상 재미있게 봐주셔서 항상 감사합니다 :)
❤ Subscribe our channel ▶ http://goo.gl/DEoCmr ❤

Copyright ⓒ 2015 Limecast All Rights Reserved.
해당 영상의 저작권은 라임캐스트에 있습니다. 이 영상을 공유하는 것은 가능하나 허가 없이 변경/배포는 불가합니다.",2024-06-20T09:08:42Z,"라임튜브, lime tube, 가족게임, 마리오파티 슈퍼스타즈, mario party superstars, mario party, 라임튜브 마리오 게임, 슈퍼마리오, 닌텐도 스위치, 보드게임, 슈퍼라임, 무궁화꽃이피었습니다, squid game, 오징어게임",20,https://i.ytimg.com/vi/SAUP3X2T788/hqdefault.jpg,1125888,3376,1429.0,false,3850000,3085958788,2541,transcript_api,captions\SAUP3X2T788.txt
